,date,holding,marketValue
514,2019-12-31,EQT Corp.,71714926.0
515,2019-12-31,RLJ Lodging Trust,71482356.0
516,2019-12-31,Brooks Automation Inc.,71183965.0
517,2019-12-31,AMN Healthcare Services Inc.,71155715.0
518,2019-12-31,Brandywine Realty Trust,71128607.0
519,2019-12-31,Quidel Corp.,71046207.0
520,2019-12-31,South State Corp.,70966271.0
521,2019-12-31,Spirit Airlines Inc.,70944068.0
522,2019-12-31,Columbia Banking System Inc.,70779613.0
523,2019-12-31,Watts Water Technologies Inc. Class A,70625691.0
524,2019-12-31,Universal Forest Products Inc.,70624811.0
525,2019-12-31,J&J Snack Foods Corp.,70565644.0
526,2019-12-31,PotlatchDeltic Corp.,70470777.0
527,2019-12-31,CommScope Holding Co. Inc.,70321057.0
528,2019-12-31,Simmons First National Corp. Class A,70286619.0
529,2019-12-31,Cogent Communications Holdings Inc.,70176823.0
530,2019-12-31,American Equity Investment Life Holding Co.,70024497.0
531,2019-12-31,Home BancShares Inc./AR,70015748.0
532,2019-12-31,Equitrans Midstream Corp.,69912052.0
533,2019-12-31,Advanced Energy Industries Inc.,69874185.0
534,2019-12-31,El Paso Electric Co.,69842041.0
535,2019-12-31,TreeHouse Foods Inc.,69694985.0
536,2019-12-31,Washington Federal Inc.,69681839.0
537,2019-12-31,GATX Corp.,69646030.0
538,2019-12-31,Cannae Holdings Inc.,69585502.0
539,2019-12-31,Apollo Commercial Real Estate Finance Inc.,69558187.0
540,2019-12-31,PTC Therapeutics Inc.,69063009.0
541,2019-12-31,Penn National Gaming Inc.,68912469.0
542,2019-12-31,World Fuel Services Corp.,68888392.0
543,2019-12-31,MGE Energy Inc.,68833270.0
544,2019-12-31,KAR Auction Services Inc.,68483573.0
545,2019-12-31,Fulton Financial Corp.,68463837.0
546,2019-12-31,Ameris Bancorp,68428398.0
547,2019-12-31,PolyOne Corp.,68328228.0
548,2019-12-31,Paramount Group Inc.,67996319.0
549,2019-12-31,Crocs Inc.,67957142.0
550,2019-12-31,Commercial Metals Co.,67680623.0
551,2019-12-31,Anixter International Inc.,67678856.0
552,2019-12-31,Summit Materials Inc. Class A,67672970.0
553,2019-12-31,Apergy Corp.,67472037.0
554,2019-12-31,Ares Management Corp. Class A,67440538.0
555,2019-12-31,Cargurus Inc.,67375294.0
556,2019-12-31,Qualys Inc.,67330196.0
557,2019-12-31,Dana Inc.,67310461.0
558,2019-12-31,HB Fuller Co.,67309989.0
559,2019-12-31,Integer Holdings Corp.,67293529.0
560,2019-12-31,Iridium Communications Inc.,67245246.0
561,2019-12-31,Power Integrations Inc.,67222797.0
562,2019-12-31,WD-40 Co.,67194184.0
563,2019-12-31,Moog Inc. Class A,67125186.0
564,2019-12-31,Olin Corp.,67020925.0
565,2019-12-31,Everbridge Inc.,66568744.0
566,2019-12-31,Piedmont Office Realty Trust Inc. Class A,66511878.0
567,2019-12-31,Pattern Energy Group Inc. Class A,66494335.0
568,2019-12-31,Applied Industrial Technologies Inc.,66242510.0
569,2019-12-31,HMS Holdings Corp.,66160262.0
570,2019-12-31,Extended Stay America Inc.,65852670.0
571,2019-12-31,Graham Holdings Co. Class B,65584656.0
572,2019-12-31,Investors Bancorp Inc.,65580255.0
573,2019-12-31,Brady Corp. Class A,65560123.0
574,2019-12-31,CNO Financial Group Inc.,64852642.0
575,2019-12-31,First Midwest Bancorp Inc./IL,64808608.0
576,2019-12-31,Select Medical Holdings Corp.,64792634.0
577,2019-12-31,Fox Factory Holding Corp.,64758191.0
578,2019-12-31,Wingstop Inc.,64567213.0
579,2019-12-31,Cantel Medical Corp.,64496099.0
580,2019-12-31,ABM Industries Inc.,64402948.0
581,2019-12-31,National Vision Holdings Inc.,64385646.0
582,2019-12-31,Innospec Inc.,64348059.0
583,2019-12-31,Kennedy-Wilson Holdings Inc.,64197731.0
584,2019-12-31,Lexington Realty Trust Class B,64167782.0
585,2019-12-31,Lattice Semiconductor Corp.,64153624.0
586,2019-12-31,Empire State Realty Trust Inc.,64103259.0
587,2019-12-31,Allegheny Technologies Inc.,64080895.0
588,2019-12-31,Allakos Inc.,63965295.0
589,2019-12-31,Belden Inc.,63920560.0
590,2019-12-31,BOK Financial Corp.,63835474.0
591,2019-12-31,Fluor Corp.,63801146.0
592,2019-12-31,Wolverine World Wide Inc.,63747951.0
593,2019-12-31,Amicus Therapeutics Inc.,63645845.0
594,2019-12-31,Halozyme Therapeutics Inc.,63589177.0
595,2019-12-31,Acacia Communications Inc.,63550379.0
596,2019-12-31,Rapid7 Inc.,63238121.0
597,2019-12-31,Elastic NV,63191982.0
598,2019-12-31,California Water Service Group,63039215.0
599,2019-12-31,United Community Banks Inc./GA,62968612.0
600,2019-12-31,Herman Miller Inc.,62879172.0
601,2019-12-31,WesBanco Inc.,62828860.0
602,2019-12-31,LCI Industries,62796178.0
603,2019-12-31,Monro Inc.,62727426.0
604,2019-12-31,Premier Inc. Class A,62473363.0
605,2019-12-31,Enstar Group Ltd.,62265481.0
606,2019-12-31,Proto Labs Inc.,62223544.0
607,2019-12-31,Silgan Holdings Inc.,61876768.0
608,2019-12-31,Chart Industries Inc.,61829074.0
609,2019-12-31,Visteon Corp.,61441926.0
610,2019-12-31,Delek US Holdings Inc.,61353060.0
611,2019-12-31,First Financial Bancorp,61300555.0
612,2019-12-31,Evercore Inc. Class A,61120188.0
613,2019-12-31,Invesco Mortgage Capital Inc.,60989166.0
614,2019-12-31,Element Solutions Inc.,60834976.0
615,2019-12-31,Kontoor Brands Inc.,60696335.0
616,2019-12-31,International Bancshares Corp.,60383408.0
617,2019-12-31,Insight Enterprises Inc.,60324214.0
618,2019-12-31,Simply Good Foods Co.,60182897.0
619,2019-12-31,Washington REIT,60154920.0
620,2019-12-31,Emergent BioSolutions Inc.,60052338.0
621,2019-12-31,Altra Industrial Motion Corp.,59980634.0
622,2019-12-31,Box Inc.,59976150.0
623,2019-12-31,LendingTree Inc.,59885098.0
624,2019-12-31,Boyd Gaming Corp.,59794731.0
625,2019-12-31,Saia Inc.,59544467.0
626,2019-12-31,First BanCorp/Puerto Rico,59333493.0
627,2019-12-31,Colony Capital Inc.,59281506.0
628,2019-12-31,John Wiley & Sons Inc. Class A,59211576.0
629,2019-12-31,Zillow Group Inc. Class A,59206542.0
630,2019-12-31,WESCO International Inc.,59146917.0
631,2019-12-31,Albany International Corp. Class A,59143198.0
632,2019-12-31,Advanced Disposal Services Inc.,59056970.0
633,2019-12-31,Ensign Group Inc.,58967843.0
634,2019-12-31,Diodes Inc.,58885793.0
635,2019-12-31,TriNet Group Inc.,58854360.0
636,2019-12-31,Rogers Corp.,58692076.0
637,2019-12-31,Cabot Corp.,58632077.0
638,2019-12-31,ESCO Technologies Inc.,58520495.0
639,2019-12-31,Sanmina Corp.,58426999.0
640,2019-12-31,Natera Inc.,58359098.0
641,2019-12-31,Nu Skin Enterprises Inc. Class A,58352447.0
642,2019-12-31,Xenia Hotels & Resorts Inc.,58302591.0
643,2019-12-31,Carvana Co. Class A,58232303.0
644,2019-12-31,Telephone & Data Systems Inc.,58180534.0
645,2019-12-31,Acceleron Pharma Inc.,58159706.0
646,2019-12-31,Medpace Holdings Inc.,57898595.0
647,2019-12-31,Franklin Electric Co. Inc.,57793463.0
648,2019-12-31,Plexus Corp.,57677686.0
649,2019-12-31,Carpenter Technology Corp.,57655495.0
650,2019-12-31,ExlService Holdings Inc.,57579839.0
651,2019-12-31,Bottomline Technologies DE Inc.,57574976.0
652,2019-12-31,Columbia Property Trust Inc.,57383961.0
653,2019-12-31,Hillenbrand Inc.,57211890.0
654,2019-12-31,Korn Ferry,57145363.0
655,2019-12-31,Meritage Homes Corp.,57079123.0
656,2019-12-31,Northwest Natural Holding Co.,56913145.0
657,2019-12-31,Yelp Inc. Class A,56901562.0
658,2019-12-31,First Merchants Corp.,56889464.0
659,2019-12-31,Momenta Pharmaceuticals Inc.,56701416.0
660,2019-12-31,Allegiant Travel Co. Class A,56259648.0
661,2019-12-31,Taylor Morrison Home Corp. Class A,56258524.0
662,2019-12-31,Genworth Financial Inc. Class A,56152254.0
663,2019-12-31,Blackline Inc.,56084854.0
664,2019-12-31,Cleveland-Cliffs Inc.,56063599.0
665,2019-12-31,Beacon Roofing Supply Inc.,56023268.0
666,2019-12-31,Enphase Energy Inc.,55962281.0
667,2019-12-31,PROS Holdings Inc.,55807331.0
668,2019-12-31,Sprouts Farmers Market Inc.,55738081.0
669,2019-12-31,Acadia Realty Trust,55697095.0
670,2019-12-31,Arena Pharmaceuticals Inc.,55645677.0
671,2019-12-31,SITE Centers Corp.,55585683.0
672,2019-12-31,LivePerson Inc.,55547027.0
673,2019-12-31,Cushman & Wakefield plc,55420955.0
674,2019-12-31,Varonis Systems Inc.,55385782.0
675,2019-12-31,Glaukos Corp.,55004569.0
676,2019-12-31,Arcosa Inc.,54955009.0
677,2019-12-31,First Citizens BancShares Inc./NC Class A,54850627.0
678,2019-12-31,SPX Corp.,54821775.0
679,2019-12-31,Argo Group International Holdings Ltd.,54688615.0
680,2019-12-31,American Eagle Outfitters Inc.,54686043.0
681,2019-12-31,ManTech International Corp./VA Class A,54616512.0
682,2019-12-31,WSFS Financial Corp.,54447611.0
683,2019-12-31,Sinclair Broadcast Group Inc. Class A,54119688.0
684,2019-12-31,PennyMac Mortgage Investment Trust,54080867.0
685,2019-12-31,Ultragenyx Pharmaceutical Inc.,53976514.0
686,2019-12-31,Antero Midstream Corp.,53847665.0
687,2019-12-31,MEDNAX Inc.,53577786.0
688,2019-12-31,Domtar Corp.,53484032.0
689,2019-12-31,Cadence BanCorp Class A,53212602.0
690,2019-12-31,Asbury Automotive Group Inc.,53186999.0
691,2019-12-31,Compass Minerals International Inc.,53186686.0
692,2019-12-31,SPX FLOW Inc.,53039588.0
693,2019-12-31,CoreCivic Inc.,52810103.0
694,2019-12-31,Bed Bath & Beyond Inc.,52726075.0
695,2019-12-31,DiamondRock Hospitality Co.,52598311.0
696,2019-12-31,Quaker Chemical Corp.,52507052.0
697,2019-12-31,Sally Beauty Holdings Inc.,52496435.0
698,2019-12-31,TRI Pointe Group Inc.,52300362.0
699,2019-12-31,Prestige Consumer Healthcare Inc.,52050600.0
700,2019-12-31,Cloudera Inc.,52041447.0
701,2019-12-31,Dorman Products Inc.,52021684.0
702,2019-12-31,Cimpress NV,52014699.0
703,2019-12-31,Urban Edge Properties,52006282.0
704,2019-12-31,Insmed Inc.,51993637.0
705,2019-12-31,Otter Tail Corp.,51982261.0
706,2019-12-31,Minerals Technologies Inc.,51958632.0
707,2019-12-31,Matador Resources Co.,51896947.0
708,2019-12-31,American Assets Trust Inc.,51831749.0
709,2019-12-31,Terex Corp.,51823811.0
710,2019-12-31,Synaptics Inc.,51796308.0
711,2019-12-31,Houlihan Lokey Inc. Class A,51497153.0
712,2019-12-31,Newmark Group Inc. Class A,51450171.0
713,2019-12-31,Senior Housing Properties Trust,51158089.0
714,2019-12-31,SailPoint Technologies Holding Inc.,51130533.0
715,2019-12-31,Welbilt Inc.,51033945.0
716,2019-12-31,Heron Therapeutics Inc.,50963769.0
717,2019-12-31,Shenandoah Telecommunications Co.,50826781.0
718,2019-12-31,Deluxe Corp.,50701897.0
719,2019-12-31,Forward Air Corp.,50604138.0
720,2019-12-31,Ironwood Pharmaceuticals Inc. Class A,50591496.0
721,2019-12-31,EchoStar Corp. Class A,50446275.0
722,2019-12-31,AAON Inc.,50387824.0
723,2019-12-31,Hain Celestial Group Inc.,50003813.0
724,2019-12-31,ProAssurance Corp.,49822604.0
725,2019-12-31,EVERTEC Inc.,49637230.0
726,2019-12-31,Laureate Education Inc. Class A,49435813.0
727,2019-12-31,Stepan Co.,49359894.0
728,2019-12-31,United States Steel Corp.,49163317.0
729,2019-12-31,Santander Consumer USA Holdings Inc.,49112476.0
730,2019-12-31,GEO Group Inc.,48936033.0
731,2019-12-31,MDC Holdings Inc.,48708378.0
732,2019-12-31,Walker & Dunlop Inc.,48613359.0
733,2019-12-31,SVMK Inc.,48523716.0
734,2019-12-31,Cubic Corp.,48491959.0
735,2019-12-31,Ambarella Inc.,48487606.0
736,2019-12-31,Trinity Industries Inc.,48405835.0
737,2019-12-31,Atkore International Group Inc.,48396269.0
738,2019-12-31,Mueller Water Products Inc. Class A,48260831.0
739,2019-12-31,Banner Corp.,48200759.0
740,2019-12-31,Badger Meter Inc.,48032032.0
741,2019-12-31,O-I Glass Inc.,48030407.0
742,2019-12-31,Triton International Ltd./Bermuda,47944610.0
743,2019-12-31,Progress Software Corp.,47749218.0
744,2019-12-31,Trustmark Corp.,47661588.0
745,2019-12-31,FormFactor Inc.,47602958.0
746,2019-12-31,Myriad Genetics Inc.,47566698.0
747,2019-12-31,Kaman Corp.,47533989.0
748,2019-12-31,Callon Petroleum Co.,47435024.0
749,2019-12-31,Bloomin' Brands Inc.,47243770.0
750,2019-12-31,McGrath RentCorp,47181246.0
751,2019-12-31,CareTrust REIT Inc.,47147183.0
752,2019-12-31,Towne Bank/Portsmouth VA,47097229.0
753,2019-12-31,Redwood Trust Inc.,47027587.0
754,2019-12-31,Meritor Inc.,46987191.0
755,2019-12-31,Knowles Corp.,46984175.0
756,2019-12-31,Great Western Bancorp Inc.,46879372.0
757,2019-12-31,CommVault Systems Inc.,46780131.0
758,2019-12-31,Taubman Centers Inc.,46659530.0
759,2019-12-31,First Interstate BancSystem Inc. Class A,46618016.0
760,2019-12-31,Masonite International Corp.,46574728.0
761,2019-12-31,Patterson-UTI Energy Inc.,46457429.0
762,2019-12-31,Healthcare Services Group Inc.,46328773.0
763,2019-12-31,Horace Mann Educators Corp.,46057502.0
764,2019-12-31,iRhythm Technologies Inc.,45899878.0
765,2019-12-31,Renasant Corp.,45588940.0
766,2019-12-31,Independent Bank Group Inc.,45564972.0
767,2019-12-31,LTC Properties Inc.,45528672.0
768,2019-12-31,WW International Inc.,45455266.0
769,2019-12-31,Group 1 Automotive Inc.,45409800.0
770,2019-12-31,Adtalem Global Education Inc.,45369588.0
771,2019-12-31,Patterson Cos. Inc.,45342986.0
772,2019-12-31,Covanta Holding Corp.,45335666.0
773,2019-12-31,Verra Mobility Corp. Class A,45103326.0
774,2019-12-31,Westamerica Bancorporation,45101545.0
775,2019-12-31,Comfort Systems USA Inc.,45042665.0
776,2019-12-31,Jack in the Box Inc.,45021671.0
777,2019-12-31,Dynatrace Inc.,44980617.0
778,2019-12-31,Mack-Cali Realty Corp.,44969184.0
779,2019-12-31,Retail Opportunity Investments Corp.,44868356.0
780,2019-12-31,OSI Systems Inc.,44864458.0
781,2019-12-31,Matson Inc.,44848054.0
782,2019-12-31,Portola Pharmaceuticals Inc.,44610515.0
783,2019-12-31,Xencor Inc.,44582267.0
784,2019-12-31,8x8 Inc.,44553729.0
785,2019-12-31,Magellan Health Inc.,44371897.0
786,2019-12-31,Steelcase Inc. Class A,44333587.0
787,2019-12-31,ServisFirst Bancshares Inc.,44268235.0
788,2019-12-31,Global Net Lease Inc.,44256476.0
789,2019-12-31,Mueller Industries Inc.,44194317.0
790,2019-12-31,Appfolio Inc.,44152622.0
791,2019-12-31,Artisan Partners Asset Management Inc. Class A,44126658.0
792,2019-12-31,Dril-Quip Inc.,44075463.0
793,2019-12-31,Northwest Bancshares Inc.,43999138.0
794,2019-12-31,Epizyme Inc.,43881185.0
795,2019-12-31,BGC Partners Inc. Class A,43831397.0
796,2019-12-31,NBT Bancorp Inc.,43816481.0
797,2019-12-31,InterDigital Inc.,43796174.0
798,2019-12-31,Harsco Corp.,43732599.0
799,2019-12-31,Pacific Premier Bancorp Inc.,43697091.0
800,2019-12-31,Avis Budget Group Inc.,43581194.0
801,2019-12-31,Pacira BioSciences Inc.,43508612.0
802,2019-12-31,Kaiser Aluminum Corp.,43501814.0
803,2019-12-31,Vonage Holdings Corp.,43400629.0
804,2019-12-31,CSG Systems International Inc.,43332818.0
805,2019-12-31,Coeur Mining Inc.,43304445.0
806,2019-12-31,Core Laboratories NV,43182929.0
807,2019-12-31,Mobile Mini Inc.,43178391.0
808,2019-12-31,AMC Networks Inc. Class A,43052275.0
809,2019-12-31,Ligand Pharmaceuticals Inc.,42657634.0
810,2019-12-31,Aircastle Ltd.,42592762.0
811,2019-12-31,FGL Holdings,42539774.0
812,2019-12-31,Kite Realty Group Trust,42454587.0
813,2019-12-31,Hecla Mining Co.,42415727.0
814,2019-12-31,Shake Shack Inc. Class A,42358202.0
815,2019-12-31,Werner Enterprises Inc.,42320879.0
816,2019-12-31,Urban Outfitters Inc.,42245279.0
817,2019-12-31,Capitol Federal Financial Inc.,42137205.0
818,2019-12-31,Hub Group Inc. Class A,41857000.0
819,2019-12-31,Merit Medical Systems Inc.,41777137.0
820,2019-12-31,HNI Corp.,41702645.0
821,2019-12-31,Hope Bancorp Inc.,41564044.0
822,2019-12-31,Hilltop Holdings Inc.,41485340.0
823,2019-12-31,Avanos Medical Inc.,41432971.0
824,2019-12-31,Red Rock Resorts Inc. Class A,41379972.0
825,2019-12-31,Advanced Drainage Systems Inc.,41273559.0
826,2019-12-31,Pilgrim's Pride Corp.,41226069.0
827,2019-12-31,SeaWorld Entertainment Inc.,41179430.0
828,2019-12-31,Ladder Capital Corp. Class A,41139841.0
829,2019-12-31,Axos Financial Inc.,40804844.0
830,2019-12-31,Intra-Cellular Therapies Inc.,40709433.0
831,2019-12-31,NetScout Systems Inc.,40682272.0
832,2019-12-31,Edgewell Personal Care Co.,40616424.0
833,2019-12-31,Redfin Corp.,40610997.0
834,2019-12-31,Hostess Brands Inc. Class A,40597396.0
835,2019-12-31,PRA Group Inc.,40484846.0
836,2019-12-31,Brinker International Inc.,40455870.0
837,2019-12-31,Broadmark Realty Capital Inc.,40445027.0
838,2019-12-31,Moelis & Co. Class A,40421349.0
839,2019-12-31,Cheesecake Factory Inc.,40353740.0
840,2019-12-31,Alarm.com Holdings Inc.,40231178.0
841,2019-12-31,Cardtronics plc Class A,40199020.0
842,2019-12-31,Hertz Global Holdings Inc.,40038973.0
843,2019-12-31,Office Properties Income Trust,39992863.0
844,2019-12-31,Chesapeake Energy Corp.,39973594.0
845,2019-12-31,Vector Group Ltd.,39913340.0
846,2019-12-31,Huron Consulting Group Inc.,39904673.0
847,2019-12-31,Worthington Industries Inc.,39879629.0
848,2019-12-31,Clearway Energy Inc.,39838993.0
849,2019-12-31,Rambus Inc.,39666903.0
850,2019-12-31,Penske Automotive Group Inc.,39449066.0
851,2019-12-31,S&T Bancorp Inc.,39287706.0
852,2019-12-31,PDC Energy Inc.,39242779.0
853,2019-12-31,JELD-WEN Holding Inc.,39156549.0
854,2019-12-31,PriceSmart Inc.,38875496.0
855,2019-12-31,National General Holdings Corp.,38748681.0
856,2019-12-31,Cactus Inc. Class A,38711519.0
857,2019-12-31,AAR Corp.,38605194.0
858,2019-12-31,Office Depot Inc.,38331186.0
859,2019-12-31,Provident Financial Services Inc.,38280070.0
860,2019-12-31,Fitbit Inc. Class A,38272083.0
861,2019-12-31,Magnolia Oil & Gas Corp. Class A,38246748.0
862,2019-12-31,Avaya Holdings Corp.,37982628.0
863,2019-12-31,Resideo Technologies Inc.,37676073.0
864,2019-12-31,Industrial Logistics Properties Trust,37593049.0
865,2019-12-31,Uniti Group Inc.,37328842.0
866,2019-12-31,Alexander & Baldwin Inc.,37294191.0
867,2019-12-31,La-Z-Boy Inc.,37290452.0
868,2019-12-31,Papa John's International Inc.,37206275.0
869,2019-12-31,Allscripts Healthcare Solutions Inc.,37137231.0
870,2019-12-31,2U Inc.,37121142.0
871,2019-12-31,Cohen & Steers Inc.,36979196.0
872,2019-12-31,Sykes Enterprises Inc.,36929891.0
873,2019-12-31,Scientific Games Corp.,36862643.0
874,2019-12-31,TTM Technologies Inc.,36836365.0
875,2019-12-31,Navistar International Corp.,36604412.0
876,2019-12-31,Actuant Corp. Class A,36588002.0
877,2019-12-31,Dycom Industries Inc.,36584439.0
878,2019-12-31,American Finance Trust Inc.,36489584.0
879,2019-12-31,Boise Cascade Co.,36378291.0
880,2019-12-31,Universal Health Realty Income Trust,36312710.0
881,2019-12-31,Rent-A-Center Inc./TX,36124869.0
882,2019-12-31,Editas Medicine Inc.,36121357.0
883,2019-12-31,Pluralsight Inc. Class A,36052644.0
884,2019-12-31,Aimmune Therapeutics Inc.,35947215.0
885,2019-12-31,BioTelemetry Inc.,35828885.0
886,2019-12-31,EnPro Industries Inc.,35745889.0
887,2019-12-31,Archrock Inc.,35562564.0
888,2019-12-31,Methode Electronics Inc.,35551151.0
889,2019-12-31,TerraForm Power Inc. Class A,35536757.0
890,2019-12-31,Infinera Corp.,35421579.0
891,2019-12-31,Oceaneering International Inc.,35298128.0
892,2019-12-31,iRobot Corp.,35153725.0
893,2019-12-31,G-III Apparel Group Ltd.,34996110.0
894,2019-12-31,Installed Building Products Inc.,34957035.0
895,2019-12-31,Turning Point Therapeutics Inc.,34810580.0
896,2019-12-31,Workiva Inc. Class A,34668543.0
897,2019-12-31,Stamps.com Inc.,34654285.0
898,2019-12-31,Hamilton Lane Inc. Class A,34646374.0
899,2019-12-31,Cooper Tire & Rubber Co.,34610573.0
900,2019-12-31,Eagle Bancorp Inc.,34567322.0
901,2019-12-31,Rush Enterprises Inc. Class A,34458081.0
902,2019-12-31,Universal Corp./VA,34439419.0
903,2019-12-31,Seritage Growth Properties Class A,34389602.0
904,2019-12-31,Gentherm Inc.,34330782.0
905,2019-12-31,Helios Technologies Inc.,34327670.0
906,2019-12-31,GCP Applied Technologies Inc.,34319170.0
907,2019-12-31,Safety Insurance Group Inc.,34313085.0
908,2019-12-31,Tennant Co.,34289241.0
909,2019-12-31,Inovalon Holdings Inc. Class A,34219747.0
910,2019-12-31,YETI Holdings Inc.,34198131.0
911,2019-12-31,Hawaiian Holdings Inc.,34166902.0
912,2019-12-31,Evoqua Water Technologies Corp.,34146915.0
913,2019-12-31,AeroVironment Inc.,34104065.0
914,2019-12-31,Air Transport Services Group Inc.,34041070.0
915,2019-12-31,NIC Inc.,33930206.0
916,2019-12-31,Flagstar Bancorp Inc.,33834879.0
917,2019-12-31,Berkshire Hills Bancorp Inc.,33761118.0
918,2019-12-31,Granite Construction Inc.,33699736.0
919,2019-12-31,Valaris plc Class A,33337756.0
920,2019-12-31,Coca-Cola Consolidated Inc.,33198344.0
921,2019-12-31,Altair Engineering Inc. Class A,33181774.0
922,2019-12-31,Benchmark Electronics Inc.,33133966.0
923,2019-12-31,REGENXBIO Inc.,33122852.0
924,2019-12-31,Park National Corp.,33077442.0
925,2019-12-31,Stitch Fix Inc. Class A,32820911.0
926,2019-12-31,Inogen Inc.,32614866.0
927,2019-12-31,Sleep Number Corp.,32572555.0
928,2019-12-31,Helix Energy Solutions Group Inc.,32543141.0
929,2019-12-31,Brookline Bancorp Inc.,32494081.0
930,2019-12-31,TriMas Corp.,32488274.0
931,2019-12-31,MaxLinear Inc.,32476722.0
932,2019-12-31,Employers Holdings Inc.,32351992.0
933,2019-12-31,Raven Industries Inc.,32216068.0
934,2019-12-31,Covetrus Inc.,32148204.0
935,2019-12-31,Brookdale Senior Living Inc.,32099682.0
936,2019-12-31,Meredith Corp.,32074613.0
937,2019-12-31,Tanger Factory Outlet Centers Inc.,32068757.0
938,2019-12-31,First Commonwealth Financial Corp.,32051183.0
939,2019-12-31,Dine Brands Global Inc.,31992587.0
940,2019-12-31,Core-Mark Holding Co. Inc.,31957440.0
941,2019-12-31,Livent Corp.,31868860.0
942,2019-12-31,NOW Inc.,31828892.0
943,2019-12-31,Oxford Industries Inc.,31770977.0
944,2019-12-31,Cal-Maine Foods Inc.,31745552.0
945,2019-12-31,CVR Energy Inc.,31731971.0
946,2019-12-31,Blucora Inc.,31658049.0
947,2019-12-31,Audentes Therapeutics Inc.,31589596.0
948,2019-12-31,Virtu Financial Inc. Class A,31580634.0
949,2019-12-31,Materion Corp.,31569436.0
950,2019-12-31,Schweitzer-Mauduit International Inc.,31516560.0
951,2019-12-31,Ferro Corp.,31507744.0
952,2019-12-31,OFG Bancorp,31474798.0
953,2019-12-31,Southwestern Energy Co.,31466319.0
954,2019-12-31,American Axle & Manufacturing Holdings Inc.,31398433.0
955,2019-12-31,MACOM Technology Solutions Holdings Inc.,31378344.0
956,2019-12-31,Mercury General Corp.,31377003.0
957,2019-12-31,BancFirst Corp.,31347128.0
958,2019-12-31,AZZ Inc.,31335143.0
959,2019-12-31,Corcept Therapeutics Inc.,31251469.0
960,2019-12-31,Yext Inc.,31186408.0
961,2019-12-31,TPG RE Finance Trust Inc.,31059680.0
962,2019-12-31,Ubiquiti Inc.,31049603.0
963,2019-12-31,Knoll Inc.,31048228.0
964,2019-12-31,Herc Holdings Inc.,31043474.0
965,2019-12-31,Fabrinet,31020882.0
966,2019-12-31,Supernus Pharmaceuticals Inc.,30861380.0
967,2019-12-31,Tompkins Financial Corp.,30626606.0
968,2019-12-31,SM Energy Co.,30622503.0
969,2019-12-31,Continental Building Products Inc.,30619889.0
970,2019-12-31,Appian Corp. Class A,30463343.0
971,2019-12-31,Inter Parfums Inc.,30379111.0
972,2019-12-31,Denali Therapeutics Inc.,30282754.0
973,2019-12-31,Triumph Group Inc.,30253850.0
974,2019-12-31,MicroStrategy Inc. Class A,30230999.0
975,2019-12-31,RPT Realty,29992888.0
976,2019-12-31,Dave & Buster's Entertainment Inc.,29955372.0
977,2019-12-31,Encore Wire Corp.,29730330.0
978,2019-12-31,Groupon Inc. Class A,29571833.0
979,2019-12-31,B&G Foods Inc.,29532216.0
980,2019-12-31,Varex Imaging Corp.,29526179.0
981,2019-12-31,Matthews International Corp. Class A,29333912.0
982,2019-12-31,Central Garden & Pet Co. Class A,29171068.0
983,2019-12-31,Signet Jewelers Ltd.,29045901.0
984,2019-12-31,Zogenix Inc.,29038860.0
985,2019-12-31,Nelnet Inc. Class A,29030310.0
986,2019-12-31,Delphi Technologies plc,28930662.0
987,2019-12-31,Acushnet Holdings Corp.,28807318.0
988,2019-12-31,Greif Inc. Class A,28779725.0
989,2019-12-31,LendingClub Corp.,28710550.0
990,2019-12-31,Colony Credit Real Estate Inc.,28704368.0
991,2019-12-31,Big Lots Inc.,28683497.0
992,2019-12-31,Aerie Pharmaceuticals Inc.,28666611.0
993,2019-12-31,Schneider National Inc. Class B,28571741.0
994,2019-12-31,Kearny Financial Corp./MD,28541801.0
995,2019-12-31,City Holding Co.,28434028.0
996,2019-12-31,Theravance Biopharma Inc.,28425977.0
997,2019-12-31,Brookfield Property REIT Inc. Class A,28313149.0
998,2019-12-31,Realogy Holdings Corp.,28187724.0
999,2019-12-31,Piper Jaffray Cos.,28184925.0
1000,2019-12-31,Eventbrite Inc. Class A,28157421.0
1001,2019-12-31,MRC Global Inc.,28148186.0
1002,2019-12-31,H&E Equipment Services Inc.,28142277.0
1003,2019-12-31,Liberty Media Corp-Liberty Formula One Class A,28011320.0
1004,2019-12-31,CNX Resources Corp.,27940025.0
1005,2019-12-31,Green Dot Corp. Class A,27846622.0
1006,2019-12-31,Sunrun Inc.,27721421.0
1007,2019-12-31,NexTier Oilfield Solutions Inc.,27706349.0
1008,2019-12-31,Getty Realty Corp.,27698004.0
1009,2019-12-31,Greenbrier Cos. Inc.,27633668.0
1010,2019-12-31,Arch Coal Inc. Class A,27402384.0
1011,2019-12-31,GMS Inc.,27359547.0
1012,2019-12-31,Peloton Interactive Inc. Class A,27304726.0
1013,2019-12-31,Lions Gate Entertainment Corp. Class B,27237752.0
1014,2019-12-31,Conduent Inc.,27137691.0
1015,2019-12-31,AVX Corp.,27029898.0
1016,2019-12-31,Encore Capital Group Inc.,26972926.0
1017,2019-12-31,Allogene Therapeutics Inc.,26806086.0
1018,2019-12-31,Lindsay Corp.,26796760.0
1019,2019-12-31,Fresh Del Monte Produce Inc.,26608971.0
